pgbench (17.9 (Debian 17.9-1.pgdg13+1), server 16.1)
transaction type: <builtin: TPC-B (sort of)>
scaling factor: 10
query mode: simple
number of clients: 128
number of threads: 16
maximum number of tries: 1
duration: 180 s
number of transactions actually processed: 1374379
number of failed transactions: 0 (0.000%)
latency average = 16.724 ms
latency stddev = 22.311 ms
initial connection time = 436.200 ms
tps = 7650.956602 (without initial connection time)

starting vacuum...end.
progress: 10.0 s, 7107.7 tps, lat 17.178 ms stddev 23.080, 0 failed
progress: 20.0 s, 7478.9 tps, lat 17.126 ms stddev 23.595, 0 failed
progress: 30.0 s, 7686.1 tps, lat 16.641 ms stddev 22.055, 0 failed
progress: 40.0 s, 7705.6 tps, lat 16.620 ms stddev 22.025, 0 failed
progress: 50.0 s, 7646.2 tps, lat 16.732 ms stddev 22.531, 0 failed
progress: 60.0 s, 7719.6 tps, lat 16.584 ms stddev 22.024, 0 failed
progress: 70.0 s, 7706.0 tps, lat 16.612 ms stddev 21.709, 0 failed
progress: 80.0 s, 7685.4 tps, lat 16.645 ms stddev 22.969, 0 failed
progress: 90.0 s, 7728.1 tps, lat 16.555 ms stddev 22.200, 0 failed
progress: 100.0 s, 7793.4 tps, lat 16.411 ms stddev 21.609, 0 failed
progress: 110.0 s, 7661.3 tps, lat 16.715 ms stddev 21.895, 0 failed
progress: 120.0 s, 7705.0 tps, lat 16.596 ms stddev 22.458, 0 failed
progress: 130.0 s, 7450.5 tps, lat 17.205 ms stddev 22.685, 0 failed
progress: 140.0 s, 7695.0 tps, lat 16.628 ms stddev 22.411, 0 failed
progress: 150.0 s, 7699.8 tps, lat 16.634 ms stddev 21.501, 0 failed
progress: 160.0 s, 7660.1 tps, lat 16.701 ms stddev 22.145, 0 failed
progress: 170.0 s, 7695.4 tps, lat 16.624 ms stddev 22.199, 0 failed
progress: 180.0 s, 7602.2 tps, lat 16.827 ms stddev 22.369, 0 failed
