pgbench (17.9 (Debian 17.9-1.pgdg13+1), server 16.1)
transaction type: <builtin: TPC-B (sort of)>
scaling factor: 10
query mode: prepared
number of clients: 16
number of threads: 16
maximum number of tries: 1
duration: 180 s
number of transactions actually processed: 1116359
number of failed transactions: 0 (0.000%)
latency average = 2.578 ms
latency stddev = 1.085 ms
initial connection time = 101.438 ms
tps = 6205.287867 (without initial connection time)

starting vacuum...end.
progress: 10.0 s, 6095.7 tps, lat 2.598 ms stddev 1.155, 0 failed
progress: 20.0 s, 6245.9 tps, lat 2.561 ms stddev 1.043, 0 failed
progress: 30.0 s, 6209.5 tps, lat 2.576 ms stddev 1.049, 0 failed
progress: 40.0 s, 6194.8 tps, lat 2.582 ms stddev 1.076, 0 failed
progress: 50.0 s, 6246.0 tps, lat 2.561 ms stddev 1.043, 0 failed
progress: 60.0 s, 6208.7 tps, lat 2.577 ms stddev 1.050, 0 failed
progress: 70.0 s, 6188.4 tps, lat 2.585 ms stddev 1.055, 0 failed
progress: 80.0 s, 6269.1 tps, lat 2.552 ms stddev 1.043, 0 failed
progress: 90.0 s, 6234.1 tps, lat 2.566 ms stddev 1.065, 0 failed
progress: 100.0 s, 6290.0 tps, lat 2.543 ms stddev 1.042, 0 failed
progress: 110.0 s, 6091.3 tps, lat 2.626 ms stddev 1.129, 0 failed
progress: 120.0 s, 6137.5 tps, lat 2.607 ms stddev 1.321, 0 failed
progress: 130.0 s, 6152.8 tps, lat 2.600 ms stddev 1.129, 0 failed
progress: 140.0 s, 6180.9 tps, lat 2.588 ms stddev 1.063, 0 failed
progress: 150.0 s, 6088.0 tps, lat 2.628 ms stddev 1.112, 0 failed
progress: 160.0 s, 6275.1 tps, lat 2.549 ms stddev 1.041, 0 failed
progress: 170.0 s, 6257.2 tps, lat 2.557 ms stddev 1.038, 0 failed
